Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Parental_Education_Level,Gender,Exam_Score
21,98,Medium,High,Yes,9,70,Medium,0,Low,High,Public,Positive,1,College,Male,72
15,78,Medium,High,Yes,9,95,High,1,High,High,Public,Positive,3,High School,Male,69
12,90,High,High,Yes,6,75,Low,2,Medium,Medium,Public,Neutral,3,Postgraduate,Male,69
19,90,High,Low,No,7,81,Medium,4,High,High,Public,Neutral,4,College,Female,71
26,71,Medium,Low,Yes,8,99,Medium,1,Medium,High,Public,Positive,3,High School,Male,67
19,83,Low,Low,No,8,76,Low,3,Low,Low,Public,Neutral,3,Postgraduate,Female,65
29,96,Low,Low,No,4,89,Medium,2,Low,High,Public,Neutral,2,High School,Female,70
11,79,Medium,Medium,No,8,71,Low,1,Medium,Medium,Private,Positive,2,College,Female,63
20,98,High,High,Yes,9,52,Medium,0,Medium,Medium,Private,Positive,3,College,Male,71
12,69,High,Medium,Yes,7,92,Low,1,Medium,Medium,Public,Neutral,3,College,Female,64
22,63,Medium,High,Yes,8,97,High,5,Medium,Medium,Private,Neutral,3,High School,Male,69
25,96,Low,Medium,No,9,72,Low,0,Low,Medium,Private,Positive,3,High School,Male,69
17,94,Medium,Medium,Yes,7,75,Medium,1,Low,High,Public,Positive,3,Postgraduate,Male,70
4,100,High,Low,No,8,71,Low,2,Low,Medium,Private,Negative,4,High School,Female,64
21,87,Medium,High,No,7,100,Low,1,Low,Medium,Public,Positive,3,High School,Male,70
23,97,Medium,High,No,7,95,Medium,0,Medium,High,Private,Positive,4,Postgraduate,Female,74
22,93,Medium,Medium,Yes,6,52,Medium,1,Low,Medium,Public,Negative,3,College,Female,69
27,94,Low,Medium,Yes,7,89,Medium,3,Low,Medium,Private,Positive,2,College,Female,73
14,83,Medium,Medium,Yes,10,80,Medium,1,Medium,High,Private,Neutral,3,College,Female,66
24,75,High,High,Yes,6,51,High,1,Medium,High,Public,Negative,3,High School,Male,67
27,97,High,High,No,8,72,Medium,6,Low,Medium,Public,Neutral,2,College,Female,76
9,77,Medium,Medium,No,7,57,Low,2,Medium,Low,Public,Negative,3,High School,Male,61
22,82,Low,Medium,Yes,9,94,High,0,Medium,Medium,Public,Positive,4,High School,Female,68
17,78,Medium,Low,Yes,9,51,High,1,Low,Medium,Private,Neutral,3,High School,Male,63
20,83,High,Low,Yes,6,94,Medium,1,Low,Medium,Public,Neutral,2,High School,Male,67
22,79,Low,Low,Yes,6,97,Low,3,High,Medium,Public,Negative,3,High School,Male,66
17,62,High,Low,Yes,6,54,Low,2,Medium,High,Public,Neutral,3,College,Male,62
16,95,High,Low,Yes,6,86,Medium,0,Low,High,Private,Neutral,3,High School,Male,69
20,78,Medium,Medium,No,6,77,Medium,3,Medium,Medium,Private,Positive,3,High School,Male,67
13,84,Medium,Medium,No,8,98,Low,2,Medium,Medium,Public,Positive,2,College,Female,66
13,66,High,Medium,Yes,6,90,Medium,2,Low,Medium,Public,Positive,3,High School,Male,63
24,60,Medium,Medium,No,6,85,Low,1,High,Medium,Public,Neutral,2,Postgraduate,Male,64
13,70,Low,Medium,Yes,6,96,High,2,Medium,Medium,Private,Negative,5,Postgraduate,Male,64
24,88,Low,Medium,No,8,58,Medium,1,Low,High,Public,Negative,3,High School,Male,67
23,64,Low,Medium,Yes,7,69,High,4,High,Medium,Public,Positive,3,High School,Male,66
10,96,High,High,Yes,7,92,Medium,1,Low,Low,Public,Neutral,1,High School,Female,68
16,69,Medium,High,Yes,6,55,Medium,1,Medium,High,Public,Negative,1,High School,Male,62
27,68,Medium,Medium,Yes,5,97,Low,1,Medium,Medium,Public,Negative,4,College,Male,68
14,67,High,Low,No,9,87,Medium,1,Medium,Medium,Private,Positive,3,High School,Male,63
17,61,Medium,High,No,7,72,Low,1,Medium,High,Public,Neutral,2,High School,Male,62
23,91,High,High,No,10,67,High,2,Low,Medium,Public,Positive,2,College,Male,72
25,95,Medium,Low,No,8,57,Low,4,Low,Medium,Public,Neutral,3,High School,Female,69
18,85,Medium,Low,Yes,10,55,High,3,Medium,High,Public,Neutral,3,High School,Male,67
16,68,Medium,High,Yes,8,71,Medium,1,High,High,Private,Neutral,3,High School,Male,65
29,71,High,Medium,No,7,92,Low,1,Low,Medium,Public,Positive,3,High School,Female,69
30,79,High,High,Yes,6,77,Medium,1,Low,Medium,Public,Positive,2,High School,Male,72
26,98,Low,Medium,Yes,6,73,Medium,2,Low,Low,Public,Negative,3,High School,Female,70
21,70,High,High,No,9,66,Medium,1,Medium,Low,Public,Neutral,4,College,Male,91
15,89,High,Low,Yes,7,58,Low,2,Low,Medium,Public,Negative,3,High School,Male,65
15,78,Low,Medium,Yes,8,100,Low,0,Low,Medium,Public,Negative,3,High School,Female,62
23,72,Low,High,Yes,8,51,Medium,2,Low,Medium,Private,Positive,3,College,Male,65
23,78,Medium,Medium,Yes,8,66,Medium,1,Medium,High,Public,Neutral,1,College,Female,67
28,63,Medium,Low,No,6,88,High,4,Medium,High,Public,Neutral,4,High School,Male,67
24,92,Medium,High,No,9,76,Medium,2,High,Medium,Public,Positive,2,High School,Female,72
11,70,Medium,Low,Yes,7,66,Low,1,Medium,High,Public,Negative,3,High School,Female,60
26,89,Medium,Low,No,7,100,Low,0,Medium,Low,Public,Neutral,3,High School,Female,69
14,63,Medium,Medium,No,8,81,Low,0,Medium,Low,Private,Positive,5,High School,Female,61
18,98,Low,Medium,Yes,7,65,Medium,1,High,Medium,Private,Neutral,4,Postgraduate,Female,70
22,68,Medium,High,No,4,92,High,2,High,Medium,Public,Neutral,3,High School,Male,68
32,95,Medium,High,Yes,9,58,Medium,2,Medium,Medium,Private,Positive,4,High School,Male,75
39,92,Medium,Medium,No,9,73,Medium,1,Medium,Medium,Public,Negative,4,Postgraduate,Male,75
24,99,High,Medium,No,4,92,Low,2,High,Medium,Private,Neutral,3,High School,Male,72
19,79,Low,Medium,Yes,5,99,High,1,Low,Medium,Private,Negative,4,College,Female,66
23,89,Low,High,No,10,69,Low,5,Medium,Medium,Public,Neutral,4,High School,Male,71
25,75,Low,High,No,7,57,High,4,Low,High,Public,Positive,5,College,Male,70
18,67,Medium,High,Yes,7,78,Low,2,Medium,Medium,Public,Negative,3,High School,Female,63
31,78,High,High,Yes,6,97,Low,0,Medium,High,Public,Neutral,3,High School,Male,72
21,67,Medium,Medium,Yes,5,83,Medium,1,Low,High,Private,Neutral,5,High School,Male,65
23,99,Medium,Medium,Yes,7,80,Low,3,Low,Low,Private,Neutral,2,High School,Male,71
24,64,Medium,Medium,Yes,8,65,Medium,0,Medium,Medium,Public,Positive,3,College,Female,65
23,84,Medium,Low,Yes,7,80,Medium,1,Medium,High,Private,Positive,3,College,Female,69
25,85,Medium,Low,Yes,8,94,Medium,3,Medium,High,Public,Positive,3,High School,Male,71
16,82,Medium,High,Yes,10,69,Medium,2,Low,Medium,Public,Positive,4,College,Male,68
17,86,Low,Medium,No,6,62,Low,2,Medium,High,Public,Positive,4,High School,Female,66
13,65,High,Medium,No,7,74,Low,0,High,Medium,Public,Neutral,2,High School,Male,60
23,82,Medium,Medium,No,9,69,Medium,0,High,Medium,Public,Positive,3,High School,Female,68
25,71,Medium,High,Yes,6,73,Medium,1,Low,Medium,Private,Neutral,4,High School,Female,67
23,98,Medium,Low,No,7,55,Medium,3,High,High,Private,Neutral,4,High School,Male,71
30,90,High,Medium,No,10,67,High,2,Medium,Medium,Private,Neutral,6,High School,Male,74
20,99,Low,Medium,No,6,91,Medium,2,Medium,Low,Public,Negative,4,High School,Male,70
24,62,Low,High,No,9,70,Low,2,Low,Medium,Public,Positive,2,College,Female,63
13,71,Medium,Medium,No,7,98,Medium,0,Medium,Medium,Public,Positive,3,College,Male,64
18,68,Medium,High,Yes,10,85,High,3,Low,Medium,Public,Neutral,3,High School,Male,66
24,60,Medium,Medium,Yes,5,68,Medium,0,Medium,Low,Public,Neutral,3,Postgraduate,Female,64
25,70,High,High,Yes,7,63,Medium,1,Medium,High,Private,Positive,3,College,Male,69
18,87,Medium,High,Yes,5,84,Medium,2,Medium,Low,Private,Positive,4,Postgraduate,Male,71
20,69,High,Medium,No,6,65,Medium,1,Low,Medium,Public,Neutral,2,High School,Female,64
11,80,Medium,Medium,Yes,6,96,Low,1,Low,High,Public,Neutral,3,High School,Male,65
18,96,High,Medium,No,7,56,Low,2,Medium,Medium,Private,Neutral,1,College,Female,69
25,88,Medium,High,No,5,51,Medium,1,Medium,Low,Public,Neutral,1,High School,Female,68
23,76,Medium,Medium,Yes,7,61,Medium,3,Medium,Low,Public,Positive,4,High School,Male,68
23,75,High,Medium,Yes,8,80,High,0,Low,High,Private,Neutral,4,High School,Female,68
20,78,Low,Medium,Yes,5,92,Low,1,Medium,Medium,Public,Positive,3,High School,Male,65
20,67,High,High,No,6,59,Low,1,Medium,Medium,Private,Negative,4,College,Female,65
16,85,Medium,Low,No,10,79,Low,1,High,Medium,Private,Neutral,3,College,Male,66
24,75,High,Low,No,7,57,Medium,0,Medium,Medium,Public,Neutral,1,Postgraduate,Male,66
23,94,Medium,Low,Yes,4,78,Medium,2,High,High,Public,Neutral,4,High School,Male,71
23,90,High,Medium,Yes,5,51,Medium,0,Low,High,Public,Negative,1,High School,Male,68
17,84,Low,Medium,Yes,7,78,Low,0,High,High,Public,Neutral,5,College,Female,65
7,75,Medium,High,Yes,7,76,Medium,0,Medium,Low,Private,Positive,4,College,Female,63
27,68,High,Medium,No,6,52,Medium,1,Medium,Low,Private,Neutral,5,Postgraduate,Female,66
17,91,High,Low,Yes,10,84,Medium,7,Low,High,Public,Neutral,4,College,Male,71
15,79,Low,Medium,Yes,10,79,Medium,2,Low,Medium,Private,Neutral,4,College,Male,65
24,69,Medium,High,Yes,7,81,Low,3,Medium,Medium,Private,Neutral,4,High School,Female,68
18,68,Medium,Medium,Yes,8,76,High,2,High,Medium,Public,Neutral,3,Postgraduate,Male,66
26,67,Low,High,No,8,86,Medium,2,Low,Medium,Public,Negative,2,High School,Female,64
24,91,Medium,Low,Yes,9,76,High,1,Low,Low,Public,Positive,4,College,Female,70
24,69,High,Low,Yes,6,96,Medium,4,High,Medium,Public,Positive,4,College,Male,70
12,81,Medium,High,No,10,97,Low,1,Low,,Private,Positive,5,High School,Female,66
27,78,Medium,Medium,Yes,7,86,Medium,3,Medium,,Public,Positive,2,High School,Female,70
22,83,High,High,No,8,96,Medium,2,Medium,High,Public,Positive,0,College,Female,71
18,95,Low,High,No,7,96,Medium,2,Medium,High,Private,Positive,4,High School,Male,70
21,95,Medium,Medium,No,7,63,Medium,1,Low,Medium,Private,Positive,4,Postgraduate,Male,70
9,78,High,Medium,Yes,7,100,Low,2,Medium,Medium,Public,Positive,2,High School,Male,66
22,61,High,Medium,No,5,63,Low,1,Low,Medium,Public,Positive,3,Postgraduate,Male,64
14,77,High,High,No,4,51,Low,5,Low,Medium,Public,Positive,3,College,Male,66
12,84,High,Medium,Yes,7,98,High,1,Low,Medium,Public,Positive,3,High School,Female,68
11,82,Low,Low,No,6,61,Low,2,Medium,Medium,Public,Neutral,2,High School,Female,61
27,86,Medium,Medium,Yes,8,79,Medium,2,Low,High,Private,Positive,4,College,Male,72
16,66,High,High,No,8,99,Medium,1,Low,High,Private,Positive,3,High School,Male,66
29,86,Low,Low,Yes,7,52,Medium,1,Low,Medium,Public,Positive,3,College,Female,68
17,67,Low,Medium,No,9,63,High,1,Low,High,Public,Negative,4,College,Male,61
10,90,High,Medium,Yes,7,80,Low,0,Medium,Medium,Public,Neutral,5,High School,Female,67
13,74,High,High,Yes,5,88,Low,3,Low,Medium,Private,Neutral,3,College,Female,66
27,88,Medium,Medium,Yes,7,90,Medium,3,Medium,Medium,Public,Positive,4,Postgraduate,Female,74
19,62,High,Medium,Yes,9,94,Medium,0,High,Low,Public,Neutral,4,Postgraduate,Female,66
17,76,High,Medium,Yes,4,58,Medium,4,Medium,Medium,Private,Neutral,2,Postgraduate,Female,67
21,88,High,Low,Yes,7,69,Medium,4,Medium,Medium,Private,Neutral,3,College,Male,71
23,69,High,Low,Yes,8,86,High,0,Medium,High,Public,Neutral,4,College,Male,66
27,92,Medium,Medium,Yes,10,86,High,0,Low,Low,Private,Positive,3,High School,Male,71
29,85,High,Medium,Yes,9,65,High,4,Low,Medium,Private,Neutral,4,Postgraduate,Male,72
18,84,Medium,Medium,Yes,7,65,Medium,2,Medium,Medium,Public,Negative,3,High School,Female,66
12,74,High,Low,Yes,8,66,Low,1,Low,Medium,Public,Positive,2,High School,Male,62
18,79,High,Medium,Yes,4,95,Low,1,Low,High,Public,Negative,2,High School,Female,66
22,84,Low,High,Yes,5,95,Medium,2,Low,High,Public,Neutral,3,High School,Male,69
14,79,Medium,Medium,Yes,8,51,Medium,0,Medium,High,Public,Negative,4,,Male,64
14,88,Medium,Medium,Yes,7,66,Medium,4,Medium,High,Public,Positive,3,High School,Female,69
22,77,High,Low,Yes,7,70,Medium,2,Medium,Medium,Private,Positive,4,Postgraduate,Male,69
20,68,High,Low,Yes,7,99,High,0,Low,Medium,Public,Positive,2,College,Female,64
20,69,Medium,High,Yes,7,97,Medium,3,Medium,High,Public,Positive,3,College,Female,68
15,60,Medium,Medium,Yes,7,81,Low,4,Low,High,Public,Positive,2,High School,Male,63
19,72,High,Medium,Yes,5,52,Low,1,Low,Medium,Public,Positive,2,High School,Male,64
14,90,Medium,High,Yes,7,60,Medium,2,Medium,Medium,Public,Neutral,4,Postgraduate,Male,69
25,92,Low,High,No,5,72,Medium,1,Medium,Medium,Public,Positive,4,High School,Female,71
26,68,Medium,High,No,6,98,Low,2,Medium,Medium,Private,Neutral,3,College,Female,67
9,98,High,Medium,No,9,55,Low,3,Low,Medium,Public,Positive,2,High School,Male,67
14,80,High,Low,Yes,7,90,High,2,Low,High,Public,Negative,2,College,Female,66
11,97,Medium,High,Yes,8,60,Medium,0,Medium,Low,Private,Positive,3,High School,Male,67
16,88,Low,High,No,7,75,Low,2,Medium,Medium,Public,Neutral,4,Postgraduate,Female,68
19,89,Medium,Medium,Yes,6,88,Low,1,Medium,High,Public,Positive,2,High School,Female,69
11,63,High,High,Yes,5,85,High,0,Low,High,Public,Positive,4,High School,Female,62
14,69,Medium,Medium,Yes,6,89,High,2,High,High,Private,Positive,5,High School,Female,66
14,60,Medium,Medium,Yes,7,91,Medium,1,Low,High,Private,Negative,3,Postgraduate,Male,63
21,89,Low,Low,Yes,8,65,Medium,2,Low,Low,Public,Neutral,3,College,Female,67
20,74,High,Medium,No,7,68,High,3,Medium,,Public,Positive,4,High School,Male,68
16,91,Medium,Low,No,8,91,Low,2,Medium,Medium,Public,Neutral,2,High School,Female,66
21,74,Medium,Medium,Yes,5,52,Medium,3,Medium,Medium,Private,Positive,1,High School,Male,66
17,93,High,Medium,No,8,76,Low,0,Low,Medium,Private,Negative,3,High School,Female,67
18,65,High,Medium,Yes,5,96,Medium,1,High,Medium,Private,Neutral,2,High School,Female,66
30,67,Medium,Medium,Yes,8,94,Medium,1,Medium,Medium,Public,Neutral,2,College,Female,69
28,74,Medium,High,No,8,90,High,2,Medium,Medium,Public,Positive,3,Postgraduate,Male,72
12,76,Medium,Low,Yes,4,51,Medium,0,Low,Medium,Private,Neutral,1,High School,Female,60
25,74,Low,High,Yes,8,94,High,0,Low,Medium,Public,Positive,4,High School,Female,68
25,91,Low,Medium,Yes,8,96,Medium,3,Medium,Medium,Public,Neutral,3,High School,Female,72
13,64,Medium,High,Yes,9,83,Low,1,High,Medium,Public,Positive,4,High School,Male,64
25,74,Low,Medium,Yes,6,65,High,0,High,Medium,Public,Neutral,1,High School,Male,65
29,93,High,High,No,7,74,Medium,3,Medium,High,Private,Positive,3,High School,Male,76
13,63,Low,Medium,No,8,88,Medium,0,Low,Medium,Private,Negative,2,High School,Male,59
14,98,Medium,Medium,Yes,8,91,Low,0,Low,Medium,Public,Negative,4,High School,Male,67
26,99,Medium,Medium,Yes,8,67,Medium,4,Medium,Medium,Private,Positive,4,High School,Male,73
22,64,Medium,High,No,6,66,Low,1,Medium,Medium,Public,Neutral,4,College,Male,64
23,72,Medium,High,No,8,87,Low,3,Medium,Low,Public,Neutral,3,High School,Male,67
22,75,High,Medium,Yes,8,84,Low,3,High,Medium,Public,Negative,3,College,Male,69
22,91,Medium,Low,Yes,7,76,Medium,1,Low,High,Public,Neutral,3,College,Female,69
12,84,High,High,Yes,6,71,Medium,2,Medium,Medium,Public,Positive,3,College,Male,67
26,86,Medium,High,Yes,6,83,Medium,2,Low,Medium,Public,Positive,4,High School,Male,72
27,90,Low,Medium,No,9,52,Low,2,Low,High,Public,Positive,2,College,Male,86
19,65,Medium,High,Yes,8,54,Medium,0,Low,High,Private,Neutral,3,High School,Female,62
20,93,Medium,Low,No,7,79,Medium,1,Medium,Low,Public,Neutral,3,Postgraduate,Female,69
11,88,High,High,Yes,7,61,Low,2,Medium,Medium,Public,Neutral,3,Postgraduate,Male,68
23,83,High,High,Yes,4,89,Low,1,Medium,Medium,Public,Negative,3,High School,Male,99
23,96,Low,Medium,Yes,7,89,Medium,1,Low,Medium,Private,Positive,3,College,Female,70
20,88,Low,Medium,Yes,5,85,Medium,2,Medium,Medium,Public,Negative,3,High School,Male,68
27,68,Medium,Medium,Yes,7,95,Low,0,Medium,Medium,Public,Positive,4,High School,Male,67
18,77,High,Medium,Yes,9,57,Low,1,Low,High,Public,Negative,2,Postgraduate,Male,66
23,80,Low,High,No,6,63,Low,0,High,Medium,Private,Positive,2,High School,Male,66
14,62,Medium,High,Yes,7,63,Medium,2,Low,Medium,Public,Positive,2,College,Female,62
20,98,Medium,Medium,Yes,8,89,High,3,High,Medium,Public,Negative,2,College,Male,72
19,65,Medium,High,Yes,7,76,Medium,0,Medium,Medium,Public,Neutral,3,Postgraduate,Female,64
21,88,Medium,Medium,Yes,6,63,Low,1,Medium,Medium,Public,Neutral,3,High School,Female,68
18,80,Medium,High,Yes,7,57,Medium,2,Low,Low,Public,Positive,3,Postgraduate,Female,66
19,61,Medium,High,Yes,8,95,High,4,Medium,Medium,Private,Positive,3,College,Male,68
25,97,Low,High,Yes,7,85,High,3,High,Medium,Public,Neutral,1,Postgraduate,Male,75
17,94,Low,Low,No,7,76,High,3,Low,High,Public,Neutral,3,College,Male,67
10,81,Low,Medium,Yes,9,98,Medium,2,Low,Medium,Public,Neutral,2,College,Male,65
30,69,Medium,Medium,No,8,92,Medium,2,Medium,Low,Public,Neutral,3,High School,Female,68
28,65,Medium,Medium,Yes,5,59,High,2,Low,Medium,Private,Neutral,5,High School,Male,67
12,75,Medium,Medium,Yes,8,75,High,1,Low,Medium,Private,Negative,2,College,Female,63
24,70,Medium,High,Yes,8,74,Low,2,Medium,High,Public,Negative,3,High School,Male,67
17,80,Medium,Medium,Yes,5,92,Medium,0,Low,Medium,Private,Negative,4,Postgraduate,Female,67
22,99,Medium,Medium,Yes,4,57,High,2,Medium,High,Public,Positive,3,College,Female,73
22,83,Medium,Medium,Yes,5,73,High,0,Low,Medium,Public,Positive,3,High School,Male,67
19,96,Medium,Medium,No,7,82,Medium,1,High,Medium,Public,Neutral,4,Postgraduate,Male,71
15,86,Low,Medium,No,9,97,Medium,2,Medium,Medium,Public,Negative,4,High School,Male,67
16,79,High,Low,Yes,6,95,Medium,0,High,Medium,Public,Neutral,5,College,Male,68
15,94,Low,Low,Yes,8,77,Medium,1,High,High,Private,Positive,1,College,Male,68
15,79,High,Medium,Yes,4,80,Medium,1,High,Medium,Private,Negative,4,High School,Male,66
20,95,High,Low,Yes,7,93,Low,0,Low,High,Public,Neutral,2,High School,Male,68
16,72,Medium,Low,No,6,87,Medium,2,Medium,Low,Private,Positive,4,High School,Female,63
24,65,High,High,No,10,94,Medium,2,Medium,Medium,Public,Neutral,2,Postgraduate,Male,68
29,94,Low,High,Yes,4,95,Medium,1,Medium,Medium,Public,Positive,5,High School,Male,74
17,83,Low,Medium,Yes,7,92,Low,3,Low,Medium,Public,Neutral,2,,Male,65
21,96,Medium,Medium,Yes,4,50,Medium,1,Low,Low,Private,Positive,2,Postgraduate,Male,69
23,98,Medium,High,No,6,66,Medium,1,Low,Medium,Public,Neutral,1,High School,Male,70
23,62,Medium,Low,Yes,4,70,High,3,Medium,High,Public,Positive,2,College,Female,65
20,80,Medium,Medium,No,10,84,Medium,1,Medium,Medium,Public,Positive,4,College,Male,68
24,75,Low,Medium,No,6,65,Medium,0,Medium,Medium,Public,Positive,5,College,Male,65
23,85,Medium,High,No,7,66,Low,0,High,High,Public,Neutral,2,College,Male,68
13,92,Medium,High,Yes,7,70,Low,4,Low,Medium,Public,Neutral,3,High School,Male,68
25,71,Medium,Medium,Yes,5,98,Low,0,Low,Medium,Public,Positive,1,Postgraduate,Male,66
25,82,High,Medium,No,9,72,High,0,High,Medium,Public,Positive,0,College,Female,70
15,88,Medium,Medium,No,8,57,Medium,1,High,Medium,Private,Positive,2,High School,Male,66
20,65,Medium,High,Yes,8,50,Medium,0,Low,Medium,Public,Positive,5,High School,Male,64
24,93,Medium,High,No,5,62,Medium,1,Low,Medium,Public,Neutral,1,College,Female,70
19,84,High,Medium,No,9,97,Low,1,High,Medium,Public,Negative,3,High School,Male,68
26,98,Low,High,Yes,9,98,Low,4,Low,Low,Public,Positive,2,College,Male,74
34,74,High,Low,Yes,7,76,Medium,2,Low,High,Public,Positive,2,College,Female,71
15,64,Medium,Medium,Yes,8,82,Low,0,Low,Medium,Public,Negative,3,High School,Male,61
12,80,Medium,Low,No,7,90,Medium,3,Low,Medium,Public,Neutral,3,High School,Female,64
22,63,High,Low,No,5,53,High,2,High,Medium,Public,Neutral,1,Postgraduate,Male,64
24,99,High,Medium,Yes,7,69,Medium,0,Medium,Medium,Private,Positive,3,High School,Male,73
19,62,Medium,High,Yes,6,82,Medium,0,Low,High,Public,Negative,3,College,Male,62
29,90,Low,Medium,Yes,7,95,Medium,0,High,High,Public,Neutral,2,High School,Male,71
12,81,High,Medium,Yes,9,86,Medium,2,Medium,High,Public,Negative,2,Postgraduate,Male,68
24,75,Medium,Low,Yes,5,68,High,2,Medium,Medium,Public,Neutral,2,Postgraduate,Male,67
16,63,Medium,Medium,No,6,95,High,1,Medium,,Public,Negative,4,College,Female,63
30,85,Low,Medium,No,6,83,Medium,2,Medium,Medium,Public,Positive,3,College,Female,71
32,83,Medium,Medium,Yes,6,92,Low,1,High,Medium,Public,Neutral,3,High School,Male,72
15,71,High,Medium,No,6,69,High,3,Medium,High,Public,Positive,3,Postgraduate,Female,66
17,96,Medium,Medium,Yes,7,50,Low,1,Medium,Medium,Private,Negative,4,High School,Female,67
25,72,High,Medium,Yes,8,58,Medium,0,Low,Medium,Public,Negative,4,College,Female,66
18,78,Low,Medium,No,8,96,Medium,4,High,Medium,Public,Positive,4,College,Male,68
20,82,Low,Low,Yes,7,52,Low,0,Medium,Medium,Private,Neutral,3,College,Female,64
20,64,Medium,Medium,Yes,8,80,High,1,Medium,Medium,Private,Positive,3,High School,Male,65
